type,action,index_source,consommable,marque,reference,code_nacres,ancien_prix_conditionnement,ancien_prix_ht_ijm,code_ijm,score_match
solide,catalogue_ijm_ligne_separee,,"LAMELLES Couvre-objets 22x22mm, Epaisseur #1,5",VWR,D105A,NB16,,6.41,D105A,
solide,catalogue_ijm_ligne_separee,,"LAMELLES Couvre-objets 24x50mm, Epaisseur #1,5",LEICA,D109,NB16,,15.62,D109,
solide,catalogue_ijm_ligne_separee,,"LAMELLES Couvre-objets 24x60mm, Epaisseur #1",VWR,D107,NB16,,15.62,D107,
solide,catalogue_ijm_ligne_separee,,"LAME SUPERFROST Bords bruts, marge dépolie blanche 76x26mm",THERMO SCIENTIFIC,D112,NB16,,3.36,D112,
solide,catalogue_ijm_ligne_separee,,LAME SUPERFROST PLUS 76x26mm Bords rodés 90°,THERMO SCIENTIFIC,D116,NB16,,14.87,D116,
solide,catalogue_ijm_ligne_separee,,PLATEAU PORTE-LAMES en CARTON pour 20 Lames standard 75x25mm,FISHER,D117,NB35,,3.17,D117,
solide,catalogue_ijm_ligne_separee,,BOITE pour LAMES de Microscopie en Polypropylène pour 100 Lames 76x26mm,BIOSIGMA,D118,NB35,,5.07,D118,
solide,catalogue_ijm_ligne_separee,,BOITE pour LAMES de Microscopie en BOIS pour 100 Lames - 76x26mm,,D119,NB35,,26.08,D119,
solide,catalogue_ijm_ligne_separee,,"BOITE de PÉTRI ""GREINER"" 35x10mm avec ergots (x740)",GREINER,P007,NB14,,106.82,P007,
solide,catalogue_ijm_ligne_separee,,"BOITE de PÉTRI ""GOSSELIN"" 55x14,2mm avec 6 ergots (x1620)",GOSSELIN,P00621,NB14,,90.48,P00621,
solide,catalogue_ijm_ligne_separee,,"BOITE de PÉTRI ""GOSSELIN"" PS 90x14,2mm, 3 ergots (x825)",GOSSELIN,P0071,NB14,,47.49,P0071,
solide,catalogue_ijm_ligne_separee,,"BOITE de PÉTRI ""GREINER"" 94x14mm avec ergots (x480)",GREINER,P007A,NB14,,37.24,P007A,
solide,catalogue_ijm_ligne_separee,,COUNTESS Cell Counting Chamber SLIDE (x50) 10µl/Chamber - 2 Chamber/slide,LIFE Technologie,P0701,NB13,,107.26,P0701,
solide,catalogue_ijm_ligne_separee,,"BOITE de PETRI de CULTURE ""TPP"" Diam 40x11mm (x20)",TPP,P0061,NB13,,4.96,P0061,
solide,catalogue_ijm_ligne_separee,,"BOITE de PETRI de CULTURE ""TPP"" Diam 60x15mm (x14)",TPP,P0062,NB13,,3.64,P0062,
solide,catalogue_ijm_ligne_separee,,"BOITE de PETRI de CULTURE ""TPP"" Diam 96x20mm (x10)",TPP,T93100,NB13,,4.42,T93100,
solide,catalogue_ijm_ligne_separee,,"BOITE de PETRI de CULTURE ""TPP"" Diam 146x20mm (x5)",TPP,T93150,NB13,,6.37,T93150,
solide,catalogue_ijm_ligne_separee,,BOITE de PETRI IBIDI Ø 35mm FOND LAMELLE 1.5 ( 2ml volume) Traité/Stérile,IBIDI,P0063,NB13,,44.15,P0063,
solide,catalogue_ijm_ligne_separee,,PLAQUES de CULTURE SPL 6 Puits,SPL,P0674N,NB13,,0.85,P0674N,
solide,catalogue_ijm_ligne_separee,,PLAQUES de CULTURE SPL 12 Puits,SPL,P0676N,NB13,,0.85,P0676N,
solide,catalogue_ijm_ligne_separee,,PLAQUES de CULTURE SPL 24 Puits,SPL,P0677N,NB13,,0.88,P0677N,
solide,catalogue_ijm_ligne_separee,,PLAQUES de CULTURE SPL 96 Puits,SPL,P06771N,NB13,,0.87,P06771N,
solide,catalogue_ijm_ligne_separee,,PLAQUES de CULTURE SPL 96 Puits FOND ROND,SPL,P06771R,NB13,,0.95,P06771R,
solide,catalogue_ijm_ligne_separee,,"BOITES de CULTURE ""NUNC"" 4 Puits (x4)",NUNC,P0675N,NB13,,5.03,P0675N,
solide,catalogue_ijm_ligne_separee,,"PLAQUES de CULTURE ""NUNC"" 48 Puits",NUNC,P0678,NB13,,1.71,P0678,
solide,catalogue_ijm_ligne_separee,,"PLAQUES de CULTURE ""TPP"" 6 Puits",TPP,P0675,NB13,,1.71,P0675,
solide,catalogue_ijm_ligne_separee,,"PLAQUES de CULTURE ""TPP"" 12 Puits",TPP,P0676,NB13,,1.71,P0676,
solide,catalogue_ijm_ligne_separee,,"PLAQUES de CULTURE ""TPP"" 24 Puits",TPP,P0677,NB13,,1.71,P0677,
solide,catalogue_ijm_ligne_separee,,"PLAQUES de CULTURE ""TPP"" 96 Puits",TPP,P06771,NB13,,1.58,P06771,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""SPL"" CAP filtrant, 25cm2 (x10)",SPL,P0651F,NB13,,3.85,P0651F,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""SPL"" CAP filtrant, 75cm2 (x5)",SPL,P0652F,NB13,,3.73,P0652F,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""SPL"" CAP filtrant, 175cm2 (x5)",SPL,P0653F,NB13,,7.47,P0653F,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""NUNC"" TRIPLE FLASK CAP Filtrant 380ml - 500cm2 (x1)",NUNC,P0455F,NB13,,4.75,P0455F,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""TPP"" CAP 2 positions, 25cm2 (x10)",TPP,P0351,NB13,,6.74,P0351,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""TPP"" CAP 2 positions, 75cm2 (x5)",TPP,P0352,NB13,,6.43,P0352,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""TPP"" CAP 2 positions, 150cm2 (x3)",TPP,P0353,NB13,,8.28,P0353,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""TPP"" CAP filtrant, 25cm2 (x10)",TPP,P0351F,NB13,,7.18,P0351F,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""TPP"" CAP filtrant, 75cm2 (x5)",TPP,P0352F,NB13,,6.77,P0352F,
solide,catalogue_ijm_ligne_separee,,"FLACONS de CULTURE ""TPP"" CAP filtrant, 150cm2 (x3)",TPP,P0353F,NB13,,8.7,P0353F,
solide,catalogue_ijm_ligne_separee,,"GRATTOIR de CELLULES Stérile ""TPP"" Long 24cm - Lame 12mm",TPP,D121,NB13,,1.36,D121,
solide,catalogue_ijm_ligne_separee,,"GRATTOIR de CELLULES Stérile ""TPP"" Long 30cm - Lame 20mm",TPP,D122,NB13,,1.55,D122,
solide,catalogue_ijm_ligne_separee,,"GRATTOIR de CELLULES Stérile ""TPP"" Long 38cm - Lame 25mm",TPP,D123,NB13,,2.11,D123,
solide,catalogue_ijm_ligne_separee,,"GRATTOIR de CELLULES Standard, Stérile, Long 18cm - Lame 18mm",DUTSCHER,D121A,NB13,,0.37,D121A,
solide,catalogue_ijm_ligne_separee,,"GRATTOIR de CELLULES Standard, Stérile, Long 25cm - Lame 18mm",DUTSCHER,D122A,NB13,,0.24,D122A,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""GILSON"" D10 0,1-10µl",GILSON,P021,NB02,,45.94,P021,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""GILSON"" D200 2-200µl",GILSON,P0190,NB02,,38.81,P0190,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""GILSON"" D1000 200-1000µl",GILSON,P0171,NB02,,41.17,P0171,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""GILSON"" 5000µl sur portoir",GILSON,P1500,NB02,,8.97,P1500,
solide,catalogue_ijm_ligne_separee,,POINTES LONGUES CRISTAL GEL LOADING 1-200µl (Vrac x1000),FISHERBRAND,P1200A,NB02,,47.08,P1200A,
solide,catalogue_ijm_ligne_separee,,POINTES LONGUES CRISTAL GEL LOADING 1-200µl (Rack x204),UGAP,P1200G,NB02,,13.95,P1200G,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""CLEARLINE"" sur recharge, transp graduée 10µl",CLEARLINE,P0807,NB02,,30.71,P0807,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""CLEARLINE"" sur recharge, jaune, graduée 200µl",CLEARLINE,P0808,NB02,,30.43,P0808,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""CLEARLINE"" sur recharge, transp, graduée 1000µl",CLEARLINE,P0809,NB02,,31.63,P0809,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""CLEARLINE"" sur recharge, transp, graduée 1250µl",CLEARLINE,P0810,NB02,,32.21,P0810,
solide,catalogue_ijm_ligne_separee,,"POINTES ""STARLAB"" sur recharge, transp 0,1-10µl",STAR LAB,P0802,NB02,,28.02,P0802,
solide,catalogue_ijm_ligne_separee,,"POINTES ""STARLAB"" sur recharge, jaunes biseautées 1-200µl",STAR LAB,P0804,NB02,,25.43,P0804,
solide,catalogue_ijm_ligne_separee,,"POINTES ""STARLAB"" sur recharge,bleues graduées 100-1000µl",STAR LAB,P0805,NB02,,33.07,P0805,
solide,catalogue_ijm_ligne_separee,,"POINTES ""STARLAB"" sur recharge,bleues graduées 100-1250µl",STAR LAB,P0806,NB02,,31.95,P0806,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""STARLAB"" sur rack, transp 0,1-10µl",STAR LAB,P0812,NB02,,37.46,P0812,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""STARLAB"" sur rack, jaunes biseautées 1-200µl",STAR LAB,P0814,NB02,,33.87,P0814,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""STARLAB"" sur rack, bleues graduées 100-1000µl",STAR LAB,P0815,NB02,,49.86,P0815,
solide,catalogue_ijm_ligne_separee,,"POINTES sans filtre ""STARLAB"" sur rack, transp graduées 100-1250µl",STAR LAB,P0816,NB02,,52.53,P0816,
solide,catalogue_ijm_ligne_separee,,"COMBITIPS PLUS 0,2ml non stérile (Incrément mini 2µl, max 40µl)",EPPENDORF,P139,NB05,,104.77,P139,
solide,catalogue_ijm_ligne_separee,,"COMBITIPS PLUS 0,5ml non stérile (Incrément mini 5µl, max 100µl)",EPPENDORF,P140,NB05,,104.77,P140,
solide,catalogue_ijm_ligne_separee,,"COMBITIPS PLUS 1ml non stérile (Incrément mini 10µl, max 200µl)",EPPENDORF,P141,NB05,,104.77,P141,
solide,catalogue_ijm_ligne_separee,,"COMBITIPS PLUS 2,5ml non stérile (Incrément mini 25µl, max 500µl)",EPPENDORF,P142,NB05,,104.77,P142,
solide,catalogue_ijm_ligne_separee,,"COMBITIPS PLUS 5ml non stérile (Incrément mini 50µl, max 1000µl)",EPPENDORF,P143,NB05,,104.77,P143,
solide,catalogue_ijm_ligne_separee,,"COMBITIPS PLUS 10ml non stérile (Incrément mini 100µl, max 2000µl)",EPPENDORF,P144,NB05,,104.77,P144,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""ART"" Low Retention 0,1-10µl Reach",ART,P110R,NB02,,42.47,P110R,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""ART"" Low Retention 0,5-20µl",ART,P120,NB02,,44.3,P120,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""ART"" Low Retention 1-100µl",ART,P1100,NB02,,41.75,P1100,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""ART"" Low Retention 1-200µl",ART,P1200,NB02,,41.25,P1200,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""ART"" Low Retention 100-1000µl",ART,P1000,NB02,,51.48,P1000,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""ART"" Low Retention 100-1000µl Reach",ART,P1000R,NB02,,47.94,P1000R,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""CLEARLINE"" Low Binding 10µl XL Reach",CLEARLINE,P018,NB02,,47.76,P018,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""CLEARLINE"" Low Binding 20µl",CLEARLINE,P019,NB02,,47.41,P019,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""CLEARLINE"" Low Binding 100µl",CLEARLINE,P0181,NB02,,46.95,P0181,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""CLEARLINE"" Low Binding 200µl",CLEARLINE,P020,NB02,,46.95,P020,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE ""CLEARLINE"" Low Binding 1250µl",CLEARLINE,P0202,NB02,,48.86,P0202,
solide,catalogue_ijm_ligne_separee,,"POINTES à FILTRE 20-100-200µl ""CLEARLINE Multiguard 3"" Low Binding",CLEARLINE,P133,NB02,,47.25,P133,
solide,catalogue_ijm_ligne_separee,,LightCycler 480 Multiwell plate 384 (plaques) (1x10),ROCHE,P0705,NB15,,63.45,P0705,
solide,catalogue_ijm_ligne_separee,,LightCycler 480 Multiwell plate 96 (plaques) (1x10),ROCHE,P0707,NB15,,57.27,P0707,
solide,catalogue_ijm_ligne_separee,,LightCycler 480 sealing foil Feuilles adhésives (1x50),ROCHE,P0706,NB15,,79.51,P0706,
solide,catalogue_ijm_ligne_separee,,EpTIPS Motion RELOAD 1-50µl à filtre - (2x96),EPPENDORF,P150F,NB02,,37.4,P150F,
solide,catalogue_ijm_ligne_separee,,"EpTIPS Motion RELOAD 0,2-10µl à filtre - (2x96)",EPPENDORF,P151F,NB02,,37.4,P151F,
solide,catalogue_ijm_ligne_separee,,Réservoir epMotion 30ml - Qualité PCR clean (x5),EPPENDORF,P151,NB17,,13.3,P151,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 1ml (x1000)",FALCON,P056,NB04,,71.06,P056,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 2ml (x1000)",FALCON,P057,NB04,,77.58,P057,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 5ml (x200)",FALCON,P058,NB04,,20.14,P058,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 10ml (x200)",FALCON,P059,NB04,,21.33,P059,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 25ml (x200)",FALCON,P060,NB04,,44.07,P060,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 50ml (x100)",FALCON,P079,NB04,,67.04,P079,
solide,catalogue_ijm_ligne_separee,,"PIPETTE STÉRILE ""FALCON"" 100ml (x50)",FALCON,P060B,NB04,,98.35,P060B,
solide,catalogue_ijm_ligne_separee,,"PIPETTE de TRANSFERT 3ml Graduée, stérile (Emb/10)",DUTSCHER,P0601,NB04,,0.95,P0601,
solide,catalogue_ijm_ligne_separee,,"PIPETTE de TRANSFERT 5ml Graduée, stérile (Emb/10)",DUTSCHER,P0602,NB04,,0.87,P0602,
solide,catalogue_ijm_ligne_separee,,"PIPETTE de TRANSFERT 7ml Graduée, stérile (Emb/10)",DUTSCHER,P0603,NB04,,0.92,P0603,
solide,catalogue_ijm_ligne_separee,,"TUBE de CULTURE ""FALCON"" PP Fond rond 5ml (Embal/25) (2063)",FALCON,P074,NB11,,79.88,P074,
solide,catalogue_ijm_ligne_separee,,"TUBE de CULTURE ""GREINER"" PP Fond rond 5ml (Embal/Unitaire)",GREINER,P0741,NB11,,168.72,P0741,
solide,catalogue_ijm_ligne_separee,,"TUBE ""FALCON"" PP Fond rond 14ml (Embal/25) (2059)",FALCON,P075,NB11,,80.06,P075,
solide,catalogue_ijm_ligne_separee,,"TUBE ""GREINER"" PP Fond rond 14ml (Embal/25)",GREINER,P0751,NB11,,152.58,P0751,
solide,catalogue_ijm_ligne_separee,,"TUBE à CENTRIFUGER ""FALCON"" 15ml sur RACK (2097)",FALCON,P077,NB11,,59.9,P077,
solide,catalogue_ijm_ligne_separee,,"TUBE à CENTRIFUGER ""FALCON"" 15ml En VRAC (2096)",FALCON,P0771,NB11,,52.73,P0771,
solide,catalogue_ijm_ligne_separee,,"TUBE à CENTRIFUGER ""FALCON"" 50ml sur RACK (2098)",FALCON,P078,NB11,,65.16,P078,
solide,catalogue_ijm_ligne_separee,,"TUBE à CENTRIFUGER ""FALCON"" 50ml En VRAC (2070)",FALCON,P0782,NB11,,52.72,P0782,
solide,catalogue_ijm_ligne_separee,,"TUBE à CENTRIFUGER ""CORNING"" 15ml PP sur RACK",CORNING,P097,NB11,,70.93,P097,
solide,catalogue_ijm_ligne_separee,,"TUBE à CENTRIFUGER ""CORNING"" 50ml PP sur RACK",CORNING,P098,NB11,,72.06,P098,
solide,catalogue_ijm_ligne_separee,,"TUBE à Hémolyse PS 5ml, 13x75mm, non bouché, non stérile (x500)",,P072,NB11,,9.18,P072,
solide,catalogue_ijm_ligne_separee,,CRYOTUBE SIMPORT 2ml (Cryovials) Fond rond à jupe,ALEATOIRE,P021211,NB11,,12.49,P021211,
solide,catalogue_ijm_ligne_separee,,CAP INSERTS pour CRYOTUBE SIMPORT (Inserts de couleurs),SIMPORT,P021221,NB11,,2.51,P021221,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" 0,5ml Safe-Lock",EPPENDORF,P048A,NB11,,44.73,P048A,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" 1,5ml Safe-Lock",EPPENDORF,P047,NB11,,45.26,P047,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" 2ml Safe-Lock",EPPENDORF,P048B,NB11,,61.74,P048B,
solide,catalogue_ijm_ligne_separee,,"TUBES ""EPPENDORF"" 5ml Safe-Lock",EPPENDORF,P049,NB11,,44.46,P049,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" PCR CLEAN 0,5ml Safe-Lock, Rnase - DNase free",EPPENDORF,P046C,NB11,,54.27,P046C,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" PCR CLEAN 1,5ml Safe-Lock, Rnase - DNase free",EPPENDORF,P047C,NB11,,54.44,P047C,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" PCR CLEAN 2ml Safe-Lock, Rnase - DNase free",EPPENDORF,P048C,NB11,,73.8,P048C,
solide,catalogue_ijm_ligne_separee,,"TUBES ""EPPENDORF"" PCR CLEAN 5ml Safe-Lock, Rnase - DNase free",EPPENDORF,P049C,NB11,,49.84,P049C,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" PROTEIN LoBIND PCR CLEAN 1,5ml Safe-Lock",EPPENDORF,P047PROT,NB11,,55.0,P047PROT,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""EPPENDORF"" DNA LoBIND PCR CLEAN 1,5ml Safe-Lock",EPPENDORF,P047DNA,NB11,,16.17,P047DNA,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""SIGMA/BRAND"" 1,5ml Safety-Lock, sans Dnase, sans Rnase",SIGMA/BRAND,P047S,NB11,,40.48,P047S,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"MICROTUBE ""FISHERBRAND"" 0,5ml Safety-Lock, Rnase/Dnase Free, 30 000g",FISHERBRAND,P046CL,NB11,,7.38,P046CL,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"MICROTUBE ""FISHERBRAND"" 1,5ml Safety-Lock, Rnase/Dnase Free, 30 000g",FISHERBRAND,P047CL,NB11,,8.16,P047CL,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"MICROTUBE ""FISHERBRAND"" 2ml Safety-Lock, Rnase/Dnase Free, 30 000g",FISHERBRAND,P048CL,NB11,,8.27,P048CL,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""TREFF"" 1,5ml EasyFit",TREFF,P050,NB11,,16.79,P050,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""AXYGEN"" Maxi clear naturel 0,6ml RNase DNase free",AXYGEN,P052,NB11,,12.67,P052,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""AXYGEN"" Maxi clear naturel 1,7ml RNase DNase free",AXYGEN,P051,NB11,,7.1,P051,
solide,catalogue_ijm_ligne_separee,,CUVE pour SPECTROPHOTOMETRIE Micro PS 2ml,,P0361,NB17,,5.83,P0361,
solide,catalogue_ijm_ligne_separee,,"CUVETTES d'ELECTROPORATION 2mm Emb individuel stérile, électrodes courtes",,D0191,NB17,,10.34,D0191,
solide,catalogue_ijm_ligne_separee,,"MICROPLAQUE PCR 96 puits ""AXYGEN"" Nonpyrogenic & Rnase/Dnase Free",AXYGEN,P082,NB11,,24.31,P082,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE en BARETTE (x8) ""AXYGEN"" PCR 0,2ml CAP dômé (x125)",AXYGEN,P0484,NB11,,44.3,P0484,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE en BARETTE (x8) ""ABGENE - AB0266"" PCR 0,2ml CAP dômé (x250)",ABGENE,P0485,NB11,,85.69,P0485,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""THERMO"" Spécial PCR 0,2ml Nonpyrogenic & Rnase/Dnase Free",THERMO,P0483,NB11,,36.17,P0483,
solide,catalogue_ijm_ligne_separee,,"MICROTUBE ""THERMO"" Spécial PCR 0,5ml",THERMO,P0482,NB11,,37.54,P0482,
solide,catalogue_ijm_ligne_separee,,TUBE DROSO 25 X 95mm PS sur PLATEAU,,P086,NB11,,39.41,P086,
solide,catalogue_ijm_ligne_separee,,BOULE COTON pour TUBE DROSO diam 25mm,,P093,NB11,,66.47,P093,
solide,catalogue_ijm_ligne_separee,,BOUCHON FLUGS pour TUBE diam 25mm,,P095,NB11,,67.46,P095,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,LEVURE de BIERE SPRINGALINE BA10 25Kg (Origine France),AMCAN,C070,NA73,,442.98,C070,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,AGAR AGAR TECHNICAL 5Kg,VWR,C071,NA73,,366.15,C071,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,FARINE DE MAÏS H1 20Kg,LIMAGRAIN,C072,NA73,,75.97,C072,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,SUCRE CRISTALISE 5Kg (Pour milieux de drosophile),,C077,AA23,,12.25,C077,
solide,catalogue_ijm_ligne_separee,,"MEMBRANE BLOTTING PROTRAN BA85 300x3m NC 0,45µ",WHATMAN,C0346,NB24,,235.08,C0346,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,LAIT ÉCRÉMÉ 300 grs (Pour saturer les membranes de transfert),RÉGILAIT,D0251,AA23,,4.54,D0251,
solide,catalogue_ijm_ligne_separee,,"FILTRE SERINGUE 0,20µm PES (x50)",FISHERBRAND,P033,NB24,,32.49,P033,
solide,catalogue_ijm_ligne_separee,,"FILTRE SERINGUE 0,45µm PES (x50)",DUTSCHER,P034,NB24,,40.22,P034,
solide,catalogue_ijm_ligne_separee,,"FILTRE SERINGUE Millex 0,22µm PES (x50)",MERCK MILLIPORE,P0331,NB24,,59.73,P0331,
solide,catalogue_ijm_ligne_separee,,"Unité de Filtration FISHER (NALGENE) 150ml MF75 PES 0,20µm (x12)",FISHERBRAND,F124,NB24,,56.13,F124,
solide,catalogue_ijm_ligne_separee,,"Unité de Filtration FISHER (NALGENE) 250ml MF75 PES 0,20µm (x12)",FISHERBRAND,F125,NB24,,61.72,F125,
solide,catalogue_ijm_ligne_separee,,"Unité de Filtration FISHER (NALGENE) 500ml MF75 PES 0,20µm (x12)",FISHERBRAND,F126,NB24,,76.28,F126,
solide,catalogue_ijm_ligne_separee,,"Unité de Filtration FISHER (NALGENE) 1000ml MF75 PES 0,20µm (x12)",FISHERBRAND,F127,NB24,,114.88,F127,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 5 ml,FISHER,V001,NB43,,1.02,V001,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 10ml,FISHER,V002,NB43,,1.02,V002,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 25ml,FISHER,V003,NB43,,1.02,V003,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 50ml,FISHER,V004,NB43,,1.1,V004,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 100ml,FISHER,V005,NB43,,1.1,V005,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 150ml,FISHER,V006,NB43,,1.19,V006,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 250ml,FISHER,V007,NB43,,1.2,V007,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 600ml,FISHER,V008,NB43,,1.34,V008,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 800ml,FISHER,V009,NB43,,1.95,V009,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 1L,FISHER,V010,NB43,,2.9,V010,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 2L,FISHER,V011,NB43,,4.46,V011,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 3L,FISHER,V012,NB43,,6.23,V012,
solide,catalogue_ijm_ligne_separee,,BECHER en verre borosilicaté 5L,FISHER,V013,NB43,,9.63,V013,
solide,catalogue_ijm_ligne_separee,,CRISTALLISOIR en verre borosilicaté avec bec 150ml diam 80mm,FISHER,V0131,NB43,,6.66,V0131,
solide,catalogue_ijm_ligne_separee,,CRISTALLISOIR en verre borosilicaté avec bec 500ml diam 115mm,FISHER,V014,NB43,,11.07,V014,
solide,catalogue_ijm_ligne_separee,,CRISTALLISOIR en verre borosilicaté avec bec 900ml diam 140mm,FISHER,V015,NB43,,11.18,V015,
solide,catalogue_ijm_ligne_separee,,CRISTALLISOIR en verre borosilicaté avec bec 2L diam 190mm,FISHER,V016,NB43,,11.43,V016,
solide,catalogue_ijm_ligne_separee,,"CRISTALLISOIR en verre borosilicaté avec bec 3,5L diam 230mm",FISHER,V017,NB43,,13.39,V017,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR en verre borosilicaté Diam 45mm,FISHER,V018,NB43,,3.93,V018,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR en verre borosilicaté Diam 55mm,FISHER,V019,NB43,,4.58,V019,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR en verre borosilicaté Diam 70mm,FISHER,V020,NB43,,8.38,V020,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR en verre borosilicaté Diam 100mm,FISHER,V021,NB43,,6.94,V021,
solide,catalogue_ijm_ligne_separee,,ENTONNOIR en verre borosilicaté Diam 150mm,FISHER,V022,NB43,,17.0,V022,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 10ml,FISHER,V023,NB43,,5.49,V023,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 25ml,FISHER,V024,NB43,,4.69,V024,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 50ml,FISHER,V025,NB43,,5.18,V025,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 100ml,FISHER,V026,NB43,,5.3,V026,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 250ml,FISHER,V027,NB43,,8.7,V027,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 500ml,FISHER,V028,NB43,,21.4,V028,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 1L,FISHER,V029,NB43,,18.78,V029,
solide,catalogue_ijm_ligne_separee,,EPROUVETTE en verre borosilicaté 2L,FISHER,V030,NB43,,28.89,V030,
