type,action,index_source,consommable,marque,reference,code_nacres,ancien_prix_conditionnement,ancien_prix_ht_ijm,code_ijm,score_match
solide,catalogue_ijm_ligne_separee,,METHANOL HPLC 1 litre,PROLABO,C037,NA05,,4.63,C037,
solide,catalogue_ijm_ligne_separee,,METHANOL NP 1 litre,PROLABO,C038,NA05,,4.23,C038,
solide,catalogue_ijm_ligne_separee,,METHANOL Rectapur 5 litres,PROLABO,C040,NA05,,6.31,C040,
solide,catalogue_ijm_ligne_separee,,PHÉNOL 99% Tris Saturated Tamponné 100ml,VWR,C0432,NA52,,24.61,C0432,
solide,catalogue_ijm_ligne_separee,,PHÉNOL 99% Tris Saturated Tamponné 400ml,VWR,C0433,NA52,,69.55,C0433,
solide,catalogue_ijm_ligne_separee,,PROPANOL 2 (ISO) PA MERCK 1 litre,MERCK,C052,NA05,,12.47,C052,
solide,catalogue_ijm_ligne_separee,,PROPANOL 2 (ISO) NP 1 litre,PROLABO,C053,NA05,,6.14,C053,
solide,catalogue_ijm_ligne_separee,,TOLUENE NP 1 litre,PROLABO,C063,NA06,,4.91,C063,
solide,catalogue_ijm_ligne_separee,,XYLENE NP 1 litre,PROLABO,C067,NA06,,6.1,C067,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 4-12% Bis-Tris Gel 1.0mm, 10 well","réf LIFE Technologie
NP0321BOX",C082,NB22,,125.36,C082,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 4-12% Bis-Tris Gel 1.0mm, 12well","réf LIFE Technologie
NP0322BOX",C085,NB22,,125.36,C085,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 4-12% Bis-Tris Gel 1.0mm, 15well","réf LIFE Technologie
NP0323BOX",C087,NB22,,160.15,C087,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 4-12% Bis-Tris Gel 1.5mm, 10 well","réf LIFE Technologie
NP0335BOX",C080,NB22,,133.14,C080,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 4-12% Bis-Tris Gel 1.5mm, 15 well","réf LIFE Technologie
NP0336BOX",C084,NB22,,133.14,C084,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 10% Bis-Tris Gel 1.0mm, 10 well","réf LIFE Technologie
NP0301BOX",C081,NB22,,126.55,C081,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 10% Bis-Tris Gel 1.0mm, 15 well","réf LIFE Technologie
NP0303BOX",C083,NB22,,131.83,C083,
solide,catalogue_ijm_ligne_separee,,"NuPAGE Novex 12% Bis-Tris Gel 1.0mm, 10 well","réf LIFE Technologie
NP0341BOX",C086,NB22,,184.89,C086,
solide,catalogue_ijm_ligne_separee,,IBLOT PVDF GEL TRANSFER STACKS Regular - 10 rxn,"réf LIFE Technologie
IB24001",C130,NB22,,216.02,C130,
solide,catalogue_ijm_ligne_separee,,IBLOT PVDF GEL TRANSFER STACKS Mini - 10 rxn,"réf LIFE Technologie
IB24002",C131,NB22,,179.3,C131,
solide,catalogue_ijm_ligne_separee,,IBLOT NC GEL TRANSFER STACKS Regular - 10 rxn,"réf LIFE Technologie
IB23001",C132,NB22,,194.22,C132,
solide,catalogue_ijm_ligne_separee,,IBLOT NC GEL TRANSFER STACKS Mini - 10 rxn,"réf LIFE Technologie
IB23002",C133,NB22,,159.21,C133,
solide,catalogue_ijm_ligne_separee,,NuPAGE Antioxidant 15ml,"réf LIFE Technologie
NP0005",C090,NB22,,36.36,C090,
solide,catalogue_ijm_ligne_separee,,NuPAGE MES SDS Running Buffer (20X) 500ml,"réf LIFE Technologie
NP0002",C091,NA25,,85.16,C091,
solide,catalogue_ijm_ligne_separee,,NuPAGE MOPS SDS Running Buffer (20X) 500ml,"réf LIFE Technologie
NP0001",C092,NA25,,85.89,C092,
solide,catalogue_ijm_ligne_separee,,NuPAGE Sample Reducing Agent (10X) 250µl,"réf LIFE Technologie
NP0004",C093,NB22,,14.18,C093,
solide,catalogue_ijm_ligne_separee,,NuPAGE Sample Reducing Agent (10X) 10ml,"réf LIFE Technologie
NP0009",C096,NB22,,92.26,C096,
solide,catalogue_ijm_ligne_separee,,NuPAGE Transfert Buffer (20X) 125ml,"réf LIFE Technologie
NP0006",C094,NB22,,32.98,C094,
solide,catalogue_ijm_ligne_separee,,NuPAGE LDS Sample Buffer (4X) 10ml,"réf LIFE Technologie
NP0007",C095,NB22,,22.77,C095,
solide,catalogue_ijm_ligne_separee,,LANE MARKER Reducing Sample Buffer 5ml,"réf LIFE Technologie
39000",C111,NA25,,97.94,C111,
solide,catalogue_ijm_ligne_separee,,PageBlue PROTEIN STAINING Solution 1000ml,Réf PIERCE 24620,C113,NA25,,137.12,C113,
solide,catalogue_ijm_ligne_separee,,"NOVEX WedgeWell 10% Tris-Glycine Mini Gels, 10 well","réf LIFE Technologie
XP00100BOX",C120,NB22,,94.46,C120,
solide,catalogue_ijm_ligne_separee,,"NOVEX WedgeWell 4-12% Tris-Glycine Mini Gels, 10 well","réf LIFE Technologie
XP04120BOX",C121,NB22,,94.46,C121,
solide,catalogue_ijm_ligne_separee,,"NOVEX WedgeWell 4-20% Tris-Glycine Mini Gels, 10 well","réf LIFE Technologie
XP04200BOX",C122,NB22,,94.46,C122,
solide,catalogue_ijm_ligne_separee,,"NOVEX WedgeWell 4-20% Tris-Glycine Mini Gels, 12 well","réf LIFE Technologie
XP04202BOX",C123,NB22,,94.46,C123,
solide,catalogue_ijm_ligne_separee,,"NOVEX WedgeWell 4-20% Tris-Glycine Mini Gels, 15 well","réf LIFE Technologie
XP04205BOX",C124,NB22,,94.46,C124,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 10% Stain free, 10 well 50µl",réf BIORAD 4568034,C102,NA56,,111.07,C102,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 12% Stain free, 10 well 50µl",réf BIORAD 4568044,C103,NA56,,111.07,C103,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 12% Stain free, 15 well 15µl",réf BIORAD 4568046,C104,NA56,,111.07,C104,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 4-15% Stain free, 10 well 50µl",réf BIORAD 4568084,C105,NA56,,111.07,C105,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 4-20% Stain free, 10 well 50µl",réf BIORAD 4568094,C106,NA56,,111.07,C106,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 4-20% Stain free, 12 well 20µl",réf BIORAD 4568095,C107,NA56,,111.07,C107,
solide,catalogue_ijm_ligne_separee,,"Mini-PROTEAN TGX 4-20% Stain free, 15 well 15µl",réf BIORAD 4568096,C108,NA56,,111.07,C108,
solide,catalogue_ijm_ligne_separee,,Laemmli Sample Buffer (4X) 10ml,réf BIORAD 1610747,C109,NA25,,23.47,C109,
solide,catalogue_ijm_ligne_separee,,Laemmli Sample Buffer (2X) 30ml,réf BIORAD 1610737,C109A,NA25,,68.16,C109A,
solide,catalogue_ijm_ligne_separee,,Native Sample Buffer 30ml,réf BIORAD 1610738,C110,NA25,,68.16,C110,
solide,catalogue_ijm_ligne_separee,,ECL Standard Western Blotting for 2000cm2 KIT 250 (125ml de A - 125ml de B),Réf CYTIVA RPN2209,KB002,NB23,,110.09,KB002,
solide,catalogue_ijm_ligne_separee,,ECL PRIME Western Blotting for 1000cm2 KIT 100ml (50ml de A - 50ml de B),Réf CYTIVA RPN2232,KB009,NB23,,149.7,KB009,
solide,catalogue_ijm_ligne_separee,,ECL SELECT Western Blotting for 1000cm2 (KIT 100ml) Equivalent FEMTO - PIERCE,Réf CYTIVA RPN2235,KB011,NB23,,210.9,KB011,
solide,catalogue_ijm_ligne_separee,,ECL WESTERN BLOTTING Substrate 500ml reagents for 4000cm2,Réf THERMO 32106,KB003,NB23,,274.12,KB003,
solide,catalogue_ijm_ligne_separee,,ECL PLUS WESTERN BLOTTING 100ml reagents for 1000cm2,Réf THERMO 32132,KB007,NB23,,237.28,KB007,
solide,catalogue_ijm_ligne_separee,,Pierce SuperSignal WEST PICO Chemiluminescent Substrate 500ml (2 x 250ml),Réf THERMO 34580,KB004,NB23,,219.14,KB004,
solide,catalogue_ijm_ligne_separee,,Pierce SuperSignal WEST FEMTO Chemiluminescent Substrate 20ml,Réf THERMO 34094,KB005,NB23,,127.44,KB005,
solide,catalogue_ijm_ligne_separee,,Pierce SuperSignal WEST FEMTO Max Sensitivity Substrate 100ml,Réf THERMO 34095,KB006,NB23,,422.25,KB006,
solide,catalogue_ijm_ligne_separee,,INHIBITEUR de PROTEASES Complete (1x20 tablets),"Réf ROCHE
11836145001",C097,NA28,,264.29,C097,
solide,catalogue_ijm_ligne_separee,,"INHIBITEUR de PROTEASES Complete, EDTA-free (1x20 tablets)","Réf ROCHE
05056489001",C098,NA28,,253.32,C098,
solide,catalogue_ijm_ligne_separee,,"INHIBITEUR de PROTEASES Complete, Mini, EDTA-free (1x25 tablets)","Réf ROCHE
11836170001",C099,NA28,,152.88,C099,
solide,catalogue_ijm_ligne_separee,,PhosSTOP (20 Tablets),"Réf ROCHE
04906837001",C100,NA28,,260.35,C100,
solide,catalogue_ijm_ligne_separee,,PIERCE PROTEIN A/G MAGNETIC BEADS 1ml,Réf THERMO 88802,C111A,NA56,,229.68,C111A,
solide,catalogue_ijm_ligne_separee,,PIERCE PROTEIN A/G MAGNETIC BEADS 5ml,Réf THERMO 88803,C112,NA56,,849.85,C112,
solide,catalogue_ijm_ligne_separee,,Goat ANTI-MOUSSE IgG (H+L) Preroxidase Conjugated 2ml,Réf THERMO 31430,C115,NA46,,353.81,C115,
solide,catalogue_ijm_ligne_separee,,Goat ANTI-RABBIT IgG (H+L) Preroxidase Conjugated 2ml,Réf THERMO 31460,C116,NA46,,302.68,C116,
solide,catalogue_ijm_ligne_separee,,"Mix2Seq Kit ""EUROFINS"" (SmartSeq KIT - 96 individuals pre-labelled tubes)",EUROFINS,B1097,NE02,,304.95,B1097,
solide,catalogue_ijm_ligne_separee,,"Custom DNA Sequencing ""GATC"" SUPREMERun tube / Barcode",EUROFINS,B1095,NE02,,3.42,B1095,
solide,catalogue_ijm_ligne_separee,,"Custom DNA Sequencing ""GATC"" LIGHTRun Tube / Barcode",EUROFINS,B1096,NE02,,3.32,B1096,
solide,catalogue_ijm_ligne_separee,,QIAFILTER Plasmid MAXI Kit (25 preps),QIAGEN Réf 12163,C0531,NA52,,535.18,C0531,
solide,catalogue_ijm_ligne_separee,,NUCLEOBOND Xtra MAXI Plus (10 preps) Kit complet avec tampons,Réf MN 740416.10,G4300,NA52,,152.37,G4300,
solide,catalogue_ijm_ligne_separee,,NUCLEOBOND Xtra MAXI Plus (50 preps) Kit complet avec tampons.,Réf MN 740416.50,G4350,NA52,,757.77,G4350,
solide,catalogue_ijm_ligne_separee,,NucleoBond XTRA Buffer Set I (Pour 12 Xtra Maxipreps ou 18 Midipreps),Réf MN 740417,G4301,NA52,,52.43,G4301,
solide,catalogue_ijm_ligne_separee,,Xtra Maxi Prep ENDO-FREE (10 preps) Kit complet avec tampons EF,Réf MN 740424.10,G4330,NA52,,244.28,G4330,
solide,catalogue_ijm_ligne_separee,,QIAFILTER Plasmid MIDI Kit (25 preps),QIAGEN Réf 12243,C0532,NA52,,310.19,C0532,
solide,catalogue_ijm_ligne_separee,,NUCLEOBOND Xtra MIDI Plus (10 preps),Réf MN 740412.10,G4100,NA52,,84.64,G4100,
solide,catalogue_ijm_ligne_separee,,NUCLEOBOND Xtra MIDI Plus (50 preps) Kit complet avec tampons,Réf MN 740412.50,G4150,NA52,,390.34,G4150,
solide,catalogue_ijm_ligne_separee,,NUCLEOBOND Xtra MIDI (100 preps) Kit complet avec tampons.,Réf MN 740410.100,G4160,NA52,,598.77,G4160,
solide,catalogue_ijm_ligne_separee,,QIAPREP Spin MINIPREP Kit (50 preps),QIAGEN Réf 27104,C0535,NA52,,103.39,C0535,
solide,catalogue_ijm_ligne_separee,,QIAPREP Spin MINIPREP Kit (250 preps),QIAGEN Réf 27106,C0537,NA52,,452.85,C0537,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN Plasmind Kit de Tampon I,Réf MN 740953,G4001,NA52,,43.66,G4001,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN Plasmind COLUMNS (50 colonnes),Réf MN 740588.50S,G4002,NB11,,34.99,G4002,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN Plasmind COLUMNS (250 colonnes),Réf MN 740588.250S,G4003,NB11,,156.76,G4003,
solide,catalogue_ijm_ligne_separee,,QIAQUICK Gel EXTRACTION Kit (50 preps),QIAGEN Réf 28704,C0534,NA52,,133.03,C0534,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN GEL & PCR Clean-up (50 preps) Kit complet avec tampons,Réf MN 740609.50,G4200,NA52,,75.81,G4200,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN GEL & PCR Clean-up (250 preps) Kit complet avec tampons,Réf MN 740609.250,G4250,NA52,,329.03,G4250,
solide,catalogue_ijm_ligne_separee,,"NUCLEOSPIN GEL & PCR Clean-Up (Extract II), COLUMNS (50 colonnes)",Réf MN 740609.50S,G4202,NB11,,44.89,G4202,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN GEL & PCR Clean-Up COLUMNS (250 colonnes),Réf MN 740609.250S,G4203,NB11,,201.91,G4203,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN RNA (250 preps),Réf MN 740955.250,G4405,NA52,,958.16,G4405,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN RNA PLUS (50 preps),Réf MN 740984.50,G4406,NA52,,247.17,G4406,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN RNA VIRUS (50 preps),Réf MN 740956.50,G4407,NA52,,180.1,G4407,
solide,catalogue_ijm_ligne_separee,,NUCLEOSPIN RNA COLUMNS (50 colonnes),Réf MN 740955.50S,G4402,NA52,,131.61,G4402,
solide,catalogue_ijm_ligne_separee,,LOOKOUT MYCOPLASMA PCR DETECTION KIT,SIGMA / MERCK,C10KT,NA52,,268.44,C10KT,
solide,catalogue_ijm_ligne_separee,,REDEXTRACT-N-AMP Tissue PCR Kit,SIGMA / MERCK,C30KT,NA52,,284.87,C30KT,
solide,catalogue_ijm_ligne_separee,,TISSUE PREPARATION SOLUTION 30ml,SIGMA / MERCK,C40KT,NA52,,277.88,C40KT,
solide,catalogue_ijm_ligne_separee,,"REDEXTRACT-N-AMP PCR Ready MIX 1,2ml",SIGMA / MERCK,C50KT,NA52,,126.76,C50KT,
solide,catalogue_ijm_ligne_separee,,TRI-REAGENT RNA Extraction reagent (Equivalent TRIZOL) 100ml,EUROMEDEX,KBM546,NA52,,135.52,KBM546,
solide,catalogue_ijm_ligne_separee,,WIZARD SV GEL & PCR Clean-Up System (50 preps),PROMEGA,A9281,NA52,,106.57,A9281,
solide,catalogue_ijm_ligne_separee,,Rneasy Mini Kit (50 preps),QIAGEN Réf 74104,C0539,NA52,,365.28,C0539,
solide,catalogue_ijm_ligne_separee,,LightCycler SYBR Green Master 5ml,ROCHE,KBM538,NA31,,180.04,KBM538,
solide,catalogue_ijm_ligne_separee,,POWER SYBR Green PCR Master Mix (5ml),LIFE TECHNOLOGIE,KBM5372,NA31,,345.49,KBM5372,
solide,catalogue_ijm_ligne_separee,,T4 DNA LIGASE (100u),LIFE Technologie,EM004,NA54,,27.37,EM004,
solide,catalogue_ijm_ligne_separee,,T4 DNA LIGASE (20 000u),BIOLABS,M0202S,NA54,,59.39,M0202S,
solide,catalogue_ijm_ligne_separee,,"DNase I recombinant, RNase free solution (10 000u)",ROCHE,EM0022,NA54,,192.81,EM0022,
solide,catalogue_ijm_ligne_separee,,DNase I (RNase-free) (1 000u),BIOLABS,M0303S,NA54,,65.81,M0303S,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,DNase I 100mg (2 X 10 000u),ROCHE,EM0012,NA54,,96.81,EM0012,
solide,catalogue_ijm_ligne_separee,,"PHOSPHATASE, ALKALINE (AP) MB Grade 20u/µl (1000u)",ROCHE,EM0053,NA54,,81.79,EM0053,
solide,catalogue_ijm_ligne_separee,,QUICK CIP (1000u) Remplace M0290S PHOSPHATASE ALCALINE (CALF) 10u/µl (1000u),BIOLABS,M0525S,NA54,,85.07,M0525S,
solide,catalogue_ijm_ligne_separee,,CALF INTESTINAL ALKALINE PHOSPHATASE 20u/µl (1000u),LIFE Technologie,EM0051,NA54,,78.22,EM0051,
solide,catalogue_ijm_ligne_separee,,T4 POLYNUCLEOTIDE KINASE (500u),BIOLABS,M0201S,NA54,,53.93,M0201S,
solide,catalogue_ijm_ligne_separee,,NEBuilder Hifi DNA Assembly Master Mix (10 rxn),BIOLABS,E2621S,NA54,,162.52,E2621S,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,"PROTEINASE K, Recombinant, PCR Grade Lyophilizate 100mg",ROCHE,EM0082,NA54,,70.49,EM0082,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,PROTEINASE K 100mg,PROMEGA,EM0082C,NA54,,128.39,EM0082C,
solide,catalogue_ijm_ligne_separee,,PROTEINASE K (1 600u),BIOLABS,P8107S,NA54,,83.03,P8107S,
solide,catalogue_ijm_ligne_separee_donnees_masse_conservees,,RNase A 100mg,ROCHE,EM0092,NA54,,89.56,EM0092,
solide,catalogue_ijm_ligne_separee,,QUICK LIGATION KIT 30 Réactions,BIOLABS,M2200S,NA54,,97.58,M2200S,
solide,catalogue_ijm_ligne_separee,,TAQ DNA POLYMERASE (400u) (Tampon + MgSO4),BIOLABS,M0267S,NA55,,47.99,M0267S,
solide,catalogue_ijm_ligne_separee,,PLATINIUM TAQ DNA POLYMERASE (100 Réactions),LIFE Technologie,EM0031,NA55,,78.57,EM0031,
solide,catalogue_ijm_ligne_separee,,GoTAQ G2 POLYMERASE (500u),PROMEGA,EM0025,NA55,,91.38,EM0025,
solide,catalogue_ijm_ligne_separee,,GoTAQ qPCR Master Mix 5ml,PROMEGA,EM0024,NA55,,126.74,EM0024,
solide,catalogue_ijm_ligne_separee,,TAQ POLYMERASE (500u),LIFE Technologie,EM003,NA55,,150.15,EM003,
solide,catalogue_ijm_ligne_separee,,TAQ DNA POLYMERASE (400u) (Tampon + MgCL2),BIOLABS,M0273S,NA55,,47.99,M0273S,
solide,catalogue_ijm_ligne_separee,,VENT DNA POLYMERASE (200u),BIOLABS,M0254S,NA55,,63.67,M0254S,
solide,catalogue_ijm_ligne_separee,,DNA POLYMERASE I (500u),BIOLABS,M0209S,NA55,,65.81,M0209S,
solide,catalogue_ijm_ligne_separee,,DNA POLYMERASE I Lg Fragm KLENOW (200u),BIOLABS,M0210S,NA55,,59.39,M0210S,
solide,catalogue_ijm_ligne_separee,,T4 DNA POLYMERASE (150u),BIOLABS,M0203S,NA55,,64.2,M0203S,
solide,catalogue_ijm_ligne_separee,,T7 RNA POLYMÉRASE (5 000u),BIOLABS,M0251S,NA55,,65.06,M0251S,
solide,catalogue_ijm_ligne_separee,,T7 Endonuclease I (250u),BIOLABS,M0302S,NA55,,75.49,M0302S,
solide,catalogue_ijm_ligne_separee,,PFU DNA POLYMERASE (100u),PROMEGA,M7741,NA55,,132.57,M7741,
solide,catalogue_ijm_ligne_separee,,PHUSION HIGH FIDELITY DNA POLYMERASE (100u),LIFE Technologie,F0530S,NA55,,72.88,F0530S,
solide,catalogue_ijm_ligne_separee,,PHUSION HIGH FIDELITY DNA POLYMERASE (100u),BIOLABS,M0530S,NA55,,89.13,M0530S,
solide,catalogue_ijm_ligne_separee,,PHUSION Hot Start Flex 2X Master Mix (100rxn),BIOLABS,M0536S,NA55,,198.29,M0536S,
solide,catalogue_ijm_ligne_separee,,Q5 HIGH FIDELITY DNA POLYMERASE (100u),BIOLABS,M0491S,NA55,,85.39,M0491S,
solide,catalogue_ijm_ligne_separee,,AccuPrime PFX DNA Polymerase (200 réactions),LIFE Technologie,EM007,NA55,,368.41,EM007,
solide,catalogue_ijm_ligne_separee,,ProtoSCRIPT II REVERSE TRANSCRIPTASE (10 000u),BIOLABS,M0368L,NA55,,160.93,M0368L,
solide,catalogue_ijm_ligne_separee,,SUPERSCRIPT II REVERSE TRANSCRIPTASE (10 000u),LIFE Technologie,EM009,NA55,,190.25,EM009,
solide,catalogue_ijm_ligne_separee,,SUPERSCRIPT III REVERSE TRANSCRIPTASE (2 000u),LIFE Technologie,EM0093,NA55,,105.07,EM0093,
solide,catalogue_ijm_ligne_separee,,SUPERSCRIPT III VILO (50 réactions),LIFE Technologie,EM0094,NA55,,684.97,EM0094,
solide,catalogue_ijm_ligne_separee,,SUPERSCRIPT IV REVERSE TRANSCRIPTASE (10 000u),LIFE Technologie,EM0097,NA55,,357.01,EM0097,
solide,catalogue_ijm_ligne_separee,,M-MLV REVERSE TRANSCRIPTASE (40 000u),LIFE Technologie,EM008,NA55,,188.58,EM008,
solide,catalogue_ijm_ligne_separee,,pGEM-T Easy Vector System I (20 réact),PROMEGA,A1360,NA55,,202.29,A1360,
solide,catalogue_ijm_ligne_separee,,AAT I (500u),BIOLABS,R0117S,NA53,,59.39,R0117S,
solide,catalogue_ijm_ligne_separee,,ACC I (1 000u),BIOLABS,R0161S,NA53,,69.82,R0161S,
solide,catalogue_ijm_ligne_separee,,AGE I (300u) HF Haute Fidélité,BIOLABS,R0552S,NA53,,68.21,R0552S,
solide,catalogue_ijm_ligne_separee,,APA I (5 000u),BIOLABS,R0114S,NA53,,67.41,R0114S,
solide,catalogue_ijm_ligne_separee,,AVA I (2 000u),BIOLABS,R0152S,NA53,,63.4,R0152S,
solide,catalogue_ijm_ligne_separee,,AVA II (2 000u),BIOLABS,R0153S,NA53,,63.4,R0153S,
solide,catalogue_ijm_ligne_separee,,BAM HI (10 000u) HF Haute Fidélité,BIOLABS,R0136S,NA53,,48.15,R0136S,
solide,catalogue_ijm_ligne_separee,,BCL I (3 000u),BIOLABS,R0160S,NA53,,57.78,R0160S,
solide,catalogue_ijm_ligne_separee,,BGL II (2 000u),BIOLABS,R0144S,NA53,,57.78,R0144S,
solide,catalogue_ijm_ligne_separee,,BSM I (500u),BIOLABS,R0134S,NA53,,65.81,R0134S,
solide,catalogue_ijm_ligne_separee,,CLA I (1 000u),BIOLABS,R0197S,NA53,,63.4,R0197S,
solide,catalogue_ijm_ligne_separee,,DPN I (1 000u),BIOLABS,R0176S,NA53,,61.79,R0176S,
solide,catalogue_ijm_ligne_separee,,ECO RI (10 000u) HF Haute Fidélité,BIOLABS,R0101S,NA53,,48.15,R0101S,
solide,catalogue_ijm_ligne_separee,,ECO RV (4 000u) HF Haute Fidélité,BIOLABS,R0195S,NA53,,55.37,R0195S,
solide,catalogue_ijm_ligne_separee,,HINC II (1 000u),BIOLABS,R0103S,NA53,,60.19,R0103S,
solide,catalogue_ijm_ligne_separee,,HIND III (10 000u),BIOLABS,R0104S,NA53,,48.15,R0104S,
solide,catalogue_ijm_ligne_separee,,HPA I (500u),BIOLABS,R0105S,NA53,,59.39,R0105S,
solide,catalogue_ijm_ligne_separee,,KPN I (4 000u) HF Haute Fidélité,BIOLABS,R0142S,NA53,,58.58,R0142S,
solide,catalogue_ijm_ligne_separee,,MLU I (1 000u) HF Haute Fidélité,BIOLABS,R0198S,NA53,,63.4,R0198S,
solide,catalogue_ijm_ligne_separee,,NCO I (1 000u) HF Haute Fidélité,BIOLABS,R0193S,NA53,,60.19,R0193S,
solide,catalogue_ijm_ligne_separee,,NDE I (4 000u),BIOLABS,R0111S,NA53,,63.4,R0111S,
solide,catalogue_ijm_ligne_separee,,NHE I (1 000u) HF Haute Fidélité,BIOLABS,R0131S,NA53,,65.0,R0131S,
solide,catalogue_ijm_ligne_separee,,NOT I (500u),BIOLABS,R0189S,NA53,,63.67,R0189S,
solide,catalogue_ijm_ligne_separee,,NOT I (500u) HF Haute Fidélité,BIOLABS,R3189S,NA53,,63.67,R3189S,
solide,catalogue_ijm_ligne_separee,,NRU I (1 000u) HF Haute Fidélité,BIOLABS,R0192S,NA53,,57.78,R0192S,
solide,catalogue_ijm_ligne_separee,,PAC I (250u),BIOLABS,R0547S,NA53,,66.61,R0547S,
solide,catalogue_ijm_ligne_separee,,PST I (10 000u),BIOLABS,R0140S,NA53,,61.79,R0140S,
solide,catalogue_ijm_ligne_separee,,PST I (10 000u) HF Haute Fidélité,BIOLABS,R3140S,NA53,,61.79,R3140S,
solide,catalogue_ijm_ligne_separee,,PVU I (500u) HF Haute Fidélité,BIOLABS,R0150S,NA53,,66.61,R0150S,
solide,catalogue_ijm_ligne_separee,,PVU II (5 000u),BIOLABS,R0151S,NA53,,57.78,R0151S,
solide,catalogue_ijm_ligne_separee,,SAC I (2 000u) HF Haute Fidélité,BIOLABS,R0156S,NA53,,57.78,R0156S,
solide,catalogue_ijm_ligne_separee,,SAC II (2 000u),BIOLABS,R0157S,NA53,,60.19,R0157S,
solide,catalogue_ijm_ligne_separee,,SAL I (2 000u) HF Haute Fidélité,BIOLABS,R0138S,NA53,,56.98,R0138S,
solide,catalogue_ijm_ligne_separee,,SCA I (1 000u) HF Haute Fidélité,BIOLABS,R0122S,NA53,,63.4,R0122S,
solide,catalogue_ijm_ligne_separee,,SMA I (2 000u),BIOLABS,R0141S,NA53,,56.18,R0141S,
solide,catalogue_ijm_ligne_separee,,SPE I (500u) HF Haute Fidélité,BIOLABS,R0133S,NA53,,63.4,R0133S,
solide,catalogue_ijm_ligne_separee,,SPH I (500u) HF Haute Fidélité,BIOLABS,R0182S,NA53,,61.79,R0182S,
solide,catalogue_ijm_ligne_separee,,SSP I (1 000u) HF Haute Fidélité,BIOLABS,R0132S,NA53,,67.41,R0132S,
solide,catalogue_ijm_ligne_separee,,XBA I (3 000u),BIOLABS,R0145S,NA53,,63.4,R0145S,
solide,catalogue_ijm_ligne_separee,,XHO I (5 000u),BIOLABS,R0146S,NA53,,63.4,R0146S,
solide,catalogue_ijm_ligne_separee,,XMA I (500u),BIOLABS,R0180S,NA53,,65.0,R0180S,
solide,catalogue_ijm_ligne_separee,,XMN I (1 000u),BIOLABS,R0194S,NA53,,60.19,R0194S,
solide,catalogue_ijm_ligne_separee,,dNTP set 100 mM/4x25 µmol,PROMEGA,NU005,NA55,,79.2,NU005,
solide,catalogue_ijm_ligne_separee,,PCR Nucléotide Mix 200 µl,ROCHE,NU008,NA55,,34.2,NU008,
solide,catalogue_ijm_ligne_separee,,100mM dNTP Set (4x25µmol),LIFE Technologie,NU007,NA55,,115.37,NU007,
solide,catalogue_ijm_ligne_separee,,1Kb PLUS DNA Ladder (250µg),LIFE Technologie,PM001,NA31,,166.68,PM001,
solide,catalogue_ijm_ligne_separee,,1Kb DNA Ladder (100µg ),BIOLABS,N3232S,NA31,,48.15,N3232S,
solide,catalogue_ijm_ligne_separee,,100bp DNA Ladder (50µg ),BIOLABS,N3231S,NA31,,50.18,N3231S,
solide,catalogue_ijm_ligne_separee,,"Blue Protein Standard, Broad Range (100rxns) Remplace P7706S",BIOLABS,P7718S,NA31,,151.89,P7718S,
solide,catalogue_ijm_ligne_separee,,PageRuler PLUS Prestained Protein Ladder (10-250Kda) (2x250µl),réf THERMO 26619,PM017,NA31,,151.59,PM017,
solide,catalogue_ijm_ligne_separee,,PageRuler Prestained Protein Ladder (10-170Kda) (2x250µl),réf THERMO 26616,PM018,NA31,,150.7,PM018,
solide,catalogue_ijm_ligne_separee,,SeeBlue Plus2 Pre-Standard 500µl,LIFE Technologie,PM008,NA31,,211.97,PM008,
solide,catalogue_ijm_ligne_separee,,Recombinant Rnasin (2 500u),PROMEGA,R001,NA54,,80.79,R001,
