code_nacres,designation,code_ijm,prix_ht,condt,nb_unites,prix_unitaire,marque,page
HA01,GANTS NITRILE XL (x150) EcoSHIELD VERT,E0364B,16.59,1 x150,150,0.1106,SHIELD SCIENTIFIC,1
HA01,GANTS NITRILE 260 SHIELDskin XS (Orange),E0342G,15.74,1x90,90,0.174889,SHIELD SCIENTIFIC,1
HA01,GANTS NITRILE 260 SHIELDskin S (Orange),E0343G,15.74,1x90,90,0.174889,SHIELD SCIENTIFIC,1
HA01,GANTS NITRILE 260 SHIELDskin M (Orange),E0353G,15.74,1x90,90,0.174889,SHIELD SCIENTIFIC,1
HA01,GANTS NITRILE 260 SHIELDskin L (Orange),E0363G,15.74,1x90,90,0.174889,SHIELD SCIENTIFIC,1
HA01,GANTS NITRILE 260 SHIELDskin XL (Orange),E0364G,15.74,1x90,90,0.174889,SHIELD SCIENTIFIC,1
HA01,GANTS NEOPRENE/NITRILE 300 SHIELDskin CHEM XS (Rouge/Red),E0342R,37.35,1x40,40,0.93375,SHIELD SCIENTIFIC,1
HA01,GANTS NEOPRENE/NITRILE 300 SHIELDskin CHEM S (Rouge/Red),E0343R,37.35,1x40,40,0.93375,SHIELD SCIENTIFIC,1
HA01,GANTS NEOPRENE/NITRILE 300 SHIELDskin CHEM M (Rouge/Red),E0353R,37.35,1x40,40,0.93375,SHIELD SCIENTIFIC,1
HA01,GANTS NEOPRENE/NITRILE 300 SHIELDskin CHEM L (Rouge/Red),E0363R,37.35,1x40,40,0.93375,SHIELD SCIENTIFIC,1
HA01,GANTS NEOPRENE/NITRILE 300 SHIELDskin CHEM XL (Rouge/Red),E0364R,37.35,1x40,40,0.93375,SHIELD SCIENTIFIC,1
HA04,GANTS de MANUTENTION croûte cuire,E037,6.78,1,1,6.78,,1
HA04,GANTS de MENAGE Hypoallergenique Taille 6/7,E038,2.25,1,1,2.25,ADELYA,1
HA04,GANTS de MENAGE Hypoallergenique Taille 7/8,E039,2.25,1,1,2.25,ADELYA,1
HA04,GANTS de MENAGE HypoallergeniqueTaille 8/9,E040,2.25,1,1,2.25,ADELYA,1
HA03,BLOUSE JETABLE Taille L ou XL (x50) Avec bouton pression,E053,48.15,1x50,50,0.963,,1
HA02,SUR-CHAUSSURE ANTI-DERAPANTES (Au carton),HS024,50.94,1x400,400,0.12735,,1
HA02,CHARLOTTE CLIP BLANC (x100),E0551,6.58,1x100,100,0.0658,,1
HA03,BLOUSE MIXTE BLANCHE Taille 0 Logo IJM,HS007,25.15,1,1,25.15,,2
HA03,BLOUSE MIXTE BLANCHE Taille 1 Logo IJM,HS008,25.15,1,1,25.15,,2
HA03,BLOUSE MIXTE BLANCHE Taille 2 Logo IJM,E009,25.15,1,1,25.15,,2
HA03,BLOUSE MIXTE BLANCHE Taille 3 Logo IJM,E010,25.15,1,1,25.15,,2
HA03,BLOUSE MIXTE BLANCHE Taille 4 Logo IJM,E011,25.15,1,1,25.15,,2
HA03,BLOUSE MIXTE BLANCHE Taille 5 Logo IJM,E0112,25.15,1,1,25.15,,2
HA03,BLOUSE MIXTE BLANCHE Taille 6 Logo IJM,E0113,25.15,1,1,25.15,,2
HA03,BLOUSE CLARISSE Taille 4 (Bouton latéral),E012T,25.15,1,1,25.15,,2
HA03,TABLIER à BAVETTE,E068,5.96,1,1,5.96,,2
HA02,MASQUE de PROTECTION Coquille en fibre de polyester,E048A,0.14,1,1,0.14,,2
HA02,MASQUE de PROTECTION CHIRURGICAUX (Boite x50),E048B,3.1,1x50,50,0.062,,2
HA02,MASQUE de PROTECTION Respiratoire filtrant FFP2 Particules toxiques,E0481,1.5,1,1,1.5,,2
HA02,MASQUE de PROTECTION Respiratoire filtrant FFP3 Aérosols toxiques,E0482,4.43,1,1,4.43,,2
HA02,MASQUE REUTILISABLE 3M 4279+ (Filtres ABEK 1P3 intégrés),E0483,32.92,1,1,32.92,,2
HA02,CASQUE Anti-Bruit 35dB,D142,22.29,1,1,22.29,,2
HA05,LUNETTE de PROTECTION de BASE Mono-écran,D120,8.39,1,1,8.39,,2
HA05,SUR-LUNETTE de PROTECTION,D120A,8.24,1,1,8.24,,2
HA05,ECRAN FACIAL de PROTECTION SS VISIERE POLYCARBONATE,D140,17.57,1,1,17.57,CLEARWAYS,2
AA41,FILM ALUMINIUM 200mx30cm 14µ,E002,19.54,1,1,19.54,ALUPRO,2
HA11,PAPIER de PROTECTION BENCHGUARD 60x49cm (100 feuilles),D026,109.7,1,1,109.7,THERMO,2
HA11,PAPIER de PROTECTION Equivalent BENCHGUARD 46x57cm (100 feuilles),D027,37.75,1,1,37.75,THERMO,2
HA11,"PAPIER FILTRE blanc 42x52cm, Rame de 7 Kg",D028,28.53,1,1,28.53,,2
HA11,FILTER PAPERS 1 Qualitative Circles Ø 55mm (x100),D028A,5.31,1,1,5.31,WHATMAN,2
HA11,PAPIER de CHROMATOGRAPHIE WHATMAN 3 MM CHR,D032,217.63,1,1,217.63,WHATMAN,2
HA11,PAPIER de CHROMATOGRAPHIE Blotting MN 218B Type Whatman 3 MM CHR,D032A,185.46,1,1,185.46,MACHEREY-NAGEL,2
HA11,Papier d'essuyage KIMWIPPES 115x215mm (280 feuilles),E046A,5.65,1,1,5.65,,2
HA11,Papier d'essuyage OPTIQUE WHATMAN 100x150mm (25 f),E046,3.06,1,1,3.06,WHATMAN,2
NB35,PARAFILM 10cmx75m,D033,42.94,1,1,42.94,FISHER,2
NB35,FILM SARAN 300mx30cm,D0192,84.63,1,1,84.63,,2
NB35,FILM PRESS' N SEAL 40m,D0194,23.95,1,1,23.95,,2
NB35,FILMPRO Etirable 300mx30cm ou 300mx45cm,D0195,9.88,1,1,9.88,FILMPRO,2
NB35,Papier pH Whatman - BANDELETTES Gamme pH 0-14 (6x80mm) x100,D029,22.68,1x100,100,0.2268,WHATMAN,2
NB35,Papier pH Whatman - DISTRIBUTEUR Gamme pH 1.0-14.0 (7mmx5m),D030,15.62,1,1,15.62,WHATMAN,2
HA11,BOITE à DÉCHETS 300ml (Aiguille usagée),E0121,2.21,1,1,2.21,,2
HA11,BOITE à DÉCHETS 2L (Objets contaminés),E0132,1.92,1,1,1.92,,2
HA11,"BOITE à DÉCHETS 600ml (Lames,aiguilles…)",E01312,3.05,1,1,3.05,,2
HA11,SAC AUTOCLAVE 300x500mm 10L (x20),E058A,1.68,1,1,1.68,,2
HA11,SAC AUTOCLAVE 400x780mm 30L (x20),E059A,3.15,1,1,3.15,,2
NB35,RUBAN ADHESIF de MARQUAGE COULEUR 19mmx12m,B001,4.5,1,1,4.5,TIME TAPE,3
NB35,RUBAN INDICATEUR pour AUTOCLAVE 19mmx50m,B002,5.35,1,1,5.35,,3
NB35,RUBAN INDICATEUR pour POUPINEL (Four)19mmx55m,B004,18.01,1,1,18.01,,3
NB35,"ETIQUETTES CRYO-TAGS WHITE (-196°C) 33x13mm pour microtubes 1,5 et 2ml",HS020,43.73,1x1000,1000,0.04373,,3
NB35,"ETIQUETTES TOUCH-SPOTS (-80° / +121°C) Diam 9,5mm pour microtubes 0,5 à 2ml
(Couleurs assortis)",HS021,166.55,1x5000,5000,0.03331,,3
NB35,"ETIQUETTES CRYO Blanc (-196°C) 33x13mm pour microtubes 1,5 et 2ml",HS028,74.74,1x1700,1700,0.043965,,3
NB35,"ETIQUETTES CRYO RONDE (-196°C) Diam 9,5mm pour microtubes 1,5 et 2ml",HS029,63.89,1x1000,1000,0.06389,,3
NB35,"ETIQUETTES BRADY B-499 Blanc nylon 19,1mmX5,8m (-40 / +90 °C)",B117,26.82,1x5000,5000,0.005364,,3
NB11,"GAZE HYDROPHILE ""CHEESECLOTH"" (64mX91,4cm)",E044,154.39,1,1,154.39,,3
NB11,COTON CARDÉ ÉCRU 500g,E0171,5.89,1,1,5.89,,3
BB01,COTON TIGES,D016,2.03,1,1,2.03,,3
NA21,ACIDE ACÉTIQUE 1litre,C003,4.58,1,1,4.58,PROLABO,4
NA21,ACIDE CHLORHYDRIQUE 37% NP 1litre,C005,5.22,1,1,5.22,PROLABO,4
NA21,ACIDE CITRIQUE NP 1Kg,C006,12.84,1,1,12.84,PROLABO,4
NA21,ACIDE NITRIQUE 69% NP 1 litre,C007,9.23,1,1,9.23,PROLABO,4
NA21,ACIDE BORIQUE Christallisé NP 1Kg,C008,18.69,1,1,18.69,PROLABO,4
NA21,ACIDE SULFURIQUE 95% NP 1 litre,C009,6.09,1,1,6.09,PROLABO,4
NA21,ACIDE TRICHLOROACÉTIQUE NP 1Kg,C010,69.8,1,1,69.8,PROLABO,4
NA21,ACIDE PROPIONIQUE pour la synthèse 1 litre Usage sous condition avec protection,C069,39.59,1,1,39.59,MERCK,4
NB22,"ACRYLAMIDE (99,4%) Bis Acrylamide 19/1 40% Solution 500ml",C0024,37.66,1,1,37.66,EUROMEDEX,4
NB22,"ACRYLAMIDE (99,4%) Bis Acrylamide 29/1 40% Solution 500ml",C0025,37.66,1,1,37.66,EUROMEDEX,4
NB22,"ACRYLAMIDE (99,4%) Bis Acrylamide 37,5/1 40% Solution 500ml",C0022,37.66,1,1,37.66,EUROMEDEX,4
NB22,AGAROSE Standard 100g,C0023,44.94,1,1,44.94,EUROMEDEX,4
NB22,DMSO 250ml,C0027,75.49,1,1,75.49,EUROMEDEX,4
NA31,ETHIDIUM BROMIDE (BET) Solution 10ml 0.5mg/ml,E406,15.41,1,1,15.41,EUROMEDEX,4
NA31,"SYBR Safe DNA gel stain - 10,000X concent in DMSO (400µl)",C075,98.27,1,1,98.27,LIFE Technologie,4
NA31,DNA Stain: ClearSight DNA Stain 1ml,C076,60.94,1,1,60.94,EUROMEDEX,4
NA25,"TAE 10X Solution 2,5 litres",C0626,18.46,1,1,18.46,EUROMEDEX,4
NA25,"TBE 10X Solution 2,5 litres",C0621A,24.72,1,1,24.72,EUROMEDEX,4
NA31,TEMED 25ml,C0623,16.37,1,1,16.37,EUROMEDEX,4
NA25,"TRIS -Glycine SDS Solution 10X 2,5 litres",C0647,27.39,1,1,27.39,EUROMEDEX,4
NA21,AMMONIUM ACÉTATE NP 1Kg,C013,14.18,1,1,14.18,PROLABO,4
NA21,AMMONIUM CHLORURE NP 1Kg,C0131,25.06,1,1,25.06,PROLABO,4
NA21,AMMONIUM SULFATE NP 1Kg,C014,20.44,1,1,20.44,PROLABO,4
NA21,GALACTOSE Low Glucose and Lactose 1Kg,C0141,278.31,1,1,278.31,EUROMEDEX,4
NA21,CALCIUM CHLORURE NP 1Kg,C022,20.6,1,1,20.6,PROLABO,4
NA25,DTT (Purity: 99%) 25g,C034,110.96,1,1,110.96,EUROMEDEX,4
NA21,GLUCOSE D(+) Anhydre GPR Rectapur 1Kg,C030,19.8,1,1,19.8,PROLABO,4
NA21,GLUCOSE 1Kg,C030A,26.38,1,1,26.38,EUROMEDEX,4
NA25,"GLYCEROL BI-DISTILLE 99,5% NP 1 litre",C031,16.26,1,1,16.26,PROLABO,4
NA25,GLYCEROL High Purity 1 litre,C032,35.1,1,1,35.1,EUROMEDEX,4
NA26,GLYCINE PA 1Kg,C0312,32.9,1,1,32.9,EUROMEDEX,4
NA21,GLYCOGEN 20mg/ml,C0311,118.13,1,1,118.13,ROCHE,4
NA21,"GLYCOGEN 20mg/ml (2x0,25ml)",C0313,104.0,1,1,104.0,EUROMEDEX,4
NA55,IPTG Dioxane free 5g,C0321,25.52,1,1,25.52,EUROMEDEX,4
NA76,KANAMYCIN MonoSULFATE 25g,C015,95.5,1,1,95.5,EUROMEDEX,4
NA21,MAGNÉSIUM CHLORURE HEXAHYDRATE PA 250g,C074,19.26,1,1,19.26,MERCK,4
NA21,MAGNÉSIUM CHLORIDE HEXAHYDRATE 250g,C0741,16.26,1,1,16.26,EUROMEDEX,4
NA21,MAGNÉSIUM SULFATE HEPTAHYDRATE 1Kg,C078,58.74,1,1,58.74,EUROMEDEX,4
NA28,METHYL 4-HYDROXYBENZOATE 99% 1Kg,C068,63.02,1,1,63.02,PROLABO,4
NA28,METHYL 4-HYDROXYBENZOATE - SEL DE SODIUM 5Kg,C068A,462.88,1,1,462.88,MERCK,4
NA21,PARAFORMALDEHYDE en poudre 1Kg,C073,16.48,1,1,16.48,PROLABO,5
NA21,POTASSIUM ACÉTATE NP 1Kg,C044,38.2,1,1,38.2,EUROMEDEX,5
NA21,POTASSIUM CHLORURE PA 1Kg,C045,19.37,1,1,19.37,PROLABO,5
NA21,POTASSIUM DIHYDROGENOPHOSPHATE NP1Kg,C046,32.31,1,1,32.31,PROLABO,5
NA21,POTASSIUM HYDROXYDE Solution 38 % NP 1 litre,C047,38.11,1,1,38.11,PROLABO,5
NA21,POTASSIUM HYDROXYDE en pastilles 1Kg,C048,30.28,1,1,30.28,PROLABO,5
NA21,DI-POTASSIUM HYDROGENOPHOSPHATE Rectapur 1Kg,C051,29.64,1,1,29.64,PROLABO,5
NA21,URÉE NP 1Kg,C065,20.22,1,1,20.22,PROLABO,5
NA28,SACCHAROSE NP 1Kg,C054,16.59,1,1,16.59,PROLABO,5
NA21,SUCROSE D (+) SACCHAROSE 1Kg,C0541,13.48,1,1,13.48,EUROMEDEX,5
NA25,SDS Ultra pur 99% (Sodium Dodecyl Sulfate) 20% solution 1 litre,C0544,75.49,1,1,75.49,EUROMEDEX,5
NA21,SODIUM ACÉTATE PA 1Kg,C055,48.82,1,1,48.82,PROLABO,5
NA21,SODIUM HYDROGÉNOCARBONATE NP 1Kg,C056,16.93,1,1,16.93,PROLABO,5
NA21,SODIUM CHLORURE PA 1Kg,C057,11.88,1,1,11.88,PROLABO,5
NA21,SODIUM CHLORURE PA 1Kg,C057A,15.41,1,1,15.41,EUROMEDEX,5
NA21,TRI-SODIUM CITRATE NP1Kg,C058,23.3,1,1,23.3,PROLABO,5
NA21,SODIUM HYDROXYDE PASTILLES PA 1Kg,C059,18.52,1,1,18.52,PROLABO,5
NA21,SODIUM HYDROXYDE SOLUTION PA 1 litre,C060,13.7,1,1,13.7,PROLABO,5
NA21,DI-SODIUM HYDROGENOPHOSPHATE PA 1Kg,C061,33.06,1,1,33.06,VWR,5
NA21,SODIUM DIHYDROGÉNOPHOSPHATE 1Kg,C062,23.56,1,1,23.56,PROLABO,5
NA21,TRIS BASE Ultra pur 1Kg,C0641,76.08,1,1,76.08,EUROMEDEX,5
NA55,X-GAL 1g,C066A,59.12,1,1,59.12,EUROMEDEX,5
NA02,ACETONE TECHNIQUE 5 litres,C001,10.04,1,1,10.04,PROLABO,5
NA02,ACETONE NP 1 litre,C002,4.91,1,1,4.91,PROLABO,5
NA03,ACETONITRILE pour HPLC CHROMA 1 litre,C0026,11.24,1,1,11.24,PROLABO,5
NA03,"ACETONITRILE pour HPLC CHROMA 2,5 litre",C0021,22.59,1,1,22.59,PROLABO,5
NA04,CHLOROFORME NP 1 litre,C023,7.96,1,1,7.96,PROLABO,5
NA07,DIETHYLE OXYDE (ETHER) NP 1 litre  après justification de l'usage,C024,7.28,1,1,7.28,PROLABO,5
NA05,ETHANOL 95 % Rectapur 5 litres,C027,12.84,1,1,12.84,PROLABO,5
NA05,ETHANOL 70% Rectapur 5 litres,C027A,15.14,1,1,15.14,PROLABO,5
NA05,ETHANOL ABSOLU MERCK 1 litre,C028,17.11,1,1,17.11,MERCK,5
NA05,ETHANOL ABSOLU NP 1 litre,C029,5.35,1,1,5.35,PROLABO,5
NA05,HEXANE NP 1 litre,C004,9.5,1,1,9.5,PROLABO,5
NA05,METHANOL PA MERCK 1 litre,C035,9.05,1,1,9.05,MERCK,5
NA05,METHANOL HPLC 1 litre,C037,4.63,1,1,4.63,PROLABO,5
NA05,METHANOL NP 1 litre,C038,4.23,1,1,4.23,PROLABO,5
NA05,METHANOL Rectapur 5 litres,C040,6.31,1,1,6.31,PROLABO,5
NA52,PHÉNOL 99% Tris Saturated Tamponné 100ml,C0432,24.61,1,1,24.61,VWR,5
NA52,PHÉNOL 99% Tris Saturated Tamponné 400ml,C0433,69.55,1,1,69.55,VWR,5
NA05,PROPANOL 2 (ISO) PA MERCK 1 litre,C052,12.47,1,1,12.47,MERCK,5
NA05,PROPANOL 2 (ISO) NP 1 litre,C053,6.14,1,1,6.14,PROLABO,5
NA06,TOLUENE NP 1 litre,C063,4.91,1,1,4.91,PROLABO,5
NA06,XYLENE NP 1 litre,C067,6.1,1,1,6.1,PROLABO,5
NB22,"NuPAGE Novex 4-12% Bis-Tris Gel 1.0mm, 10 well",C082,125.36,1X10,10,12.536,"réf LIFE Technologie
NP0321BOX",6
NB22,"NuPAGE Novex 4-12% Bis-Tris Gel 1.0mm, 12well",C085,125.36,1X10,10,12.536,"réf LIFE Technologie
NP0322BOX",6
NB22,"NuPAGE Novex 4-12% Bis-Tris Gel 1.0mm, 15well",C087,160.15,1X10,10,16.015,"réf LIFE Technologie
NP0323BOX",6
NB22,"NuPAGE Novex 4-12% Bis-Tris Gel 1.5mm, 10 well",C080,133.14,1X10,10,13.314,"réf LIFE Technologie
NP0335BOX",6
NB22,"NuPAGE Novex 4-12% Bis-Tris Gel 1.5mm, 15 well",C084,133.14,1X10,10,13.314,"réf LIFE Technologie
NP0336BOX",6
NB22,"NuPAGE Novex 10% Bis-Tris Gel 1.0mm, 10 well",C081,126.55,1X10,10,12.655,"réf LIFE Technologie
NP0301BOX",6
NB22,"NuPAGE Novex 10% Bis-Tris Gel 1.0mm, 15 well",C083,131.83,1X10,10,13.183,"réf LIFE Technologie
NP0303BOX",6
NB22,"NuPAGE Novex 12% Bis-Tris Gel 1.0mm, 10 well",C086,184.89,1X10,10,18.489,"réf LIFE Technologie
NP0341BOX",6
NB22,IBLOT PVDF GEL TRANSFER STACKS Regular - 10 rxn,C130,216.02,1X10,10,21.602,"réf LIFE Technologie
IB24001",6
NB22,IBLOT PVDF GEL TRANSFER STACKS Mini - 10 rxn,C131,179.3,1X10,10,17.93,"réf LIFE Technologie
IB24002",6
NB22,IBLOT NC GEL TRANSFER STACKS Regular - 10 rxn,C132,194.22,1X10,10,19.422,"réf LIFE Technologie
IB23001",6
NB22,IBLOT NC GEL TRANSFER STACKS Mini - 10 rxn,C133,159.21,1X10,10,15.921,"réf LIFE Technologie
IB23002",6
NB22,NuPAGE Antioxidant 15ml,C090,36.36,1,1,36.36,"réf LIFE Technologie
NP0005",6
NA25,NuPAGE MES SDS Running Buffer (20X) 500ml,C091,85.16,1,1,85.16,"réf LIFE Technologie
NP0002",6
NA25,NuPAGE MOPS SDS Running Buffer (20X) 500ml,C092,85.89,1,1,85.89,"réf LIFE Technologie
NP0001",6
NB22,NuPAGE Sample Reducing Agent (10X) 250µl,C093,14.18,1,1,14.18,"réf LIFE Technologie
NP0004",6
NB22,NuPAGE Sample Reducing Agent (10X) 10ml,C096,92.26,1,1,92.26,"réf LIFE Technologie
NP0009",6
NB22,NuPAGE Transfert Buffer (20X) 125ml,C094,32.98,1,1,32.98,"réf LIFE Technologie
NP0006",6
NB22,NuPAGE LDS Sample Buffer (4X) 10ml,C095,22.77,1,1,22.77,"réf LIFE Technologie
NP0007",6
NA25,LANE MARKER Reducing Sample Buffer 5ml,C111,97.94,1,1,97.94,"réf LIFE Technologie
39000",6
NA25,PageBlue PROTEIN STAINING Solution 1000ml,C113,137.12,1,1,137.12,Réf PIERCE 24620,6
NB22,"NOVEX WedgeWell 10% Tris-Glycine Mini Gels, 10 well",C120,94.46,1X10,10,9.446,"réf LIFE Technologie
XP00100BOX",6
NB22,"NOVEX WedgeWell 4-12% Tris-Glycine Mini Gels, 10 well",C121,94.46,1X10,10,9.446,"réf LIFE Technologie
XP04120BOX",6
NB22,"NOVEX WedgeWell 4-20% Tris-Glycine Mini Gels, 10 well",C122,94.46,1X10,10,9.446,"réf LIFE Technologie
XP04200BOX",6
NB22,"NOVEX WedgeWell 4-20% Tris-Glycine Mini Gels, 12 well",C123,94.46,1X10,10,9.446,"réf LIFE Technologie
XP04202BOX",6
NB22,"NOVEX WedgeWell 4-20% Tris-Glycine Mini Gels, 15 well",C124,94.46,1X10,10,9.446,"réf LIFE Technologie
XP04205BOX",6
NA56,"Mini-PROTEAN TGX 10% Stain free, 10 well 50µl",C102,111.07,1X10,10,11.107,réf BIORAD 4568034,7
NA56,"Mini-PROTEAN TGX 12% Stain free, 10 well 50µl",C103,111.07,1X10,10,11.107,réf BIORAD 4568044,7
NA56,"Mini-PROTEAN TGX 12% Stain free, 15 well 15µl",C104,111.07,1X10,10,11.107,réf BIORAD 4568046,7
NA56,"Mini-PROTEAN TGX 4-15% Stain free, 10 well 50µl",C105,111.07,1X10,10,11.107,réf BIORAD 4568084,7
NA56,"Mini-PROTEAN TGX 4-20% Stain free, 10 well 50µl",C106,111.07,1X10,10,11.107,réf BIORAD 4568094,7
NA56,"Mini-PROTEAN TGX 4-20% Stain free, 12 well 20µl",C107,111.07,1X10,10,11.107,réf BIORAD 4568095,7
NA56,"Mini-PROTEAN TGX 4-20% Stain free, 15 well 15µl",C108,111.07,1X10,10,11.107,réf BIORAD 4568096,7
NA25,Laemmli Sample Buffer (4X) 10ml,C109,23.47,1,1,23.47,réf BIORAD 1610747,7
NA25,Laemmli Sample Buffer (2X) 30ml,C109A,68.16,1,1,68.16,réf BIORAD 1610737,7
NA25,Native Sample Buffer 30ml,C110,68.16,1,1,68.16,réf BIORAD 1610738,7
NB23,ECL Standard Western Blotting for 2000cm2 KIT 250 (125ml de A - 125ml de B),KB002,110.09,1,1,110.09,Réf CYTIVA RPN2209,7
NB23,ECL PRIME Western Blotting for 1000cm2 KIT 100ml (50ml de A - 50ml de B),KB009,149.7,1,1,149.7,Réf CYTIVA RPN2232,7
NB23,ECL SELECT Western Blotting for 1000cm2 (KIT 100ml) Equivalent FEMTO - PIERCE,KB011,210.9,1,1,210.9,Réf CYTIVA RPN2235,7
NB23,ECL WESTERN BLOTTING Substrate 500ml reagents for 4000cm2,KB003,274.12,1,1,274.12,Réf THERMO 32106,7
NB23,ECL PLUS WESTERN BLOTTING 100ml reagents for 1000cm2,KB007,237.28,1,1,237.28,Réf THERMO 32132,7
NB23,Pierce SuperSignal WEST PICO Chemiluminescent Substrate 500ml (2 x 250ml),KB004,219.14,1,1,219.14,Réf THERMO 34580,7
NB23,Pierce SuperSignal WEST FEMTO Chemiluminescent Substrate 20ml,KB005,127.44,1,1,127.44,Réf THERMO 34094,7
NB23,Pierce SuperSignal WEST FEMTO Max Sensitivity Substrate 100ml,KB006,422.25,1,1,422.25,Réf THERMO 34095,7
NA28,INHIBITEUR de PROTEASES Complete (1x20 tablets),C097,264.29,1x20,20,13.2145,"Réf ROCHE
11836145001",7
NA28,"INHIBITEUR de PROTEASES Complete, EDTA-free (1x20 tablets)",C098,253.32,1x20,20,12.666,"Réf ROCHE
05056489001",7
NA28,"INHIBITEUR de PROTEASES Complete, Mini, EDTA-free (1x25 tablets)",C099,152.88,1x25,25,6.1152,"Réf ROCHE
11836170001",7
NA28,PhosSTOP (20 Tablets),C100,260.35,1x20,20,13.0175,"Réf ROCHE
04906837001",7
NA56,PIERCE PROTEIN A/G MAGNETIC BEADS 1ml,C111A,229.68,1,1,229.68,Réf THERMO 88802,8
NA56,PIERCE PROTEIN A/G MAGNETIC BEADS 5ml,C112,849.85,1,1,849.85,Réf THERMO 88803,8
NA46,Goat ANTI-MOUSSE IgG (H+L) Preroxidase Conjugated 2ml,C115,353.81,1,1,353.81,Réf THERMO 31430,8
NA46,Goat ANTI-RABBIT IgG (H+L) Preroxidase Conjugated 2ml,C116,302.68,1,1,302.68,Réf THERMO 31460,8
NE02,"Mix2Seq Kit ""EUROFINS"" (SmartSeq KIT - 96 individuals pre-labelled tubes)",B1097,304.95,1x96,96,3.176562,EUROFINS,8
NE02,"Custom DNA Sequencing ""GATC"" SUPREMERun tube / Barcode",B1095,3.42,1,1,3.42,EUROFINS,8
NE02,"Custom DNA Sequencing ""GATC"" LIGHTRun Tube / Barcode",B1096,3.32,1,1,3.32,EUROFINS,8
NA52,QIAFILTER Plasmid MAXI Kit (25 preps),C0531,535.18,1,1,535.18,QIAGEN Réf 12163,9
NA52,NUCLEOBOND Xtra MAXI Plus (10 preps) Kit complet avec tampons,G4300,152.37,1,1,152.37,Réf MN 740416.10,9
NA52,NUCLEOBOND Xtra MAXI Plus (50 preps) Kit complet avec tampons.,G4350,757.77,1,1,757.77,Réf MN 740416.50,9
NA52,NucleoBond XTRA Buffer Set I (Pour 12 Xtra Maxipreps ou 18 Midipreps),G4301,52.43,1,1,52.43,Réf MN 740417,9
NA52,Xtra Maxi Prep ENDO-FREE (10 preps) Kit complet avec tampons EF,G4330,244.28,1,1,244.28,Réf MN 740424.10,9
NA52,QIAFILTER Plasmid MIDI Kit (25 preps),C0532,310.19,1,1,310.19,QIAGEN Réf 12243,9
NA52,NUCLEOBOND Xtra MIDI Plus (10 preps),G4100,84.64,1,1,84.64,Réf MN 740412.10,9
NA52,NUCLEOBOND Xtra MIDI Plus (50 preps) Kit complet avec tampons,G4150,390.34,1,1,390.34,Réf MN 740412.50,9
NA52,NUCLEOBOND Xtra MIDI (100 preps) Kit complet avec tampons.,G4160,598.77,1,1,598.77,Réf MN 740410.100,9
NA52,QIAPREP Spin MINIPREP Kit (50 preps),C0535,103.39,1,1,103.39,QIAGEN Réf 27104,9
NA52,QIAPREP Spin MINIPREP Kit (250 preps),C0537,452.85,1,1,452.85,QIAGEN Réf 27106,9
NA52,NUCLEOSPIN Plasmind Kit de Tampon I,G4001,43.66,1,1,43.66,Réf MN 740953,9
NB11,NUCLEOSPIN Plasmind COLUMNS (50 colonnes),G4002,34.99,1,1,34.99,Réf MN 740588.50S,9
NB11,NUCLEOSPIN Plasmind COLUMNS (250 colonnes),G4003,156.76,1,1,156.76,Réf MN 740588.250S,9
NA52,QIAQUICK Gel EXTRACTION Kit (50 preps),C0534,133.03,1,1,133.03,QIAGEN Réf 28704,9
NA52,NUCLEOSPIN GEL & PCR Clean-up (50 preps) Kit complet avec tampons,G4200,75.81,1,1,75.81,Réf MN 740609.50,9
NA52,NUCLEOSPIN GEL & PCR Clean-up (250 preps) Kit complet avec tampons,G4250,329.03,1,1,329.03,Réf MN 740609.250,9
NB11,"NUCLEOSPIN GEL & PCR Clean-Up (Extract II), COLUMNS (50 colonnes)",G4202,44.89,1,1,44.89,Réf MN 740609.50S,9
NB11,NUCLEOSPIN GEL & PCR Clean-Up COLUMNS (250 colonnes),G4203,201.91,1,1,201.91,Réf MN 740609.250S,9
NA52,NUCLEOSPIN RNA (250 preps),G4405,958.16,1,1,958.16,Réf MN 740955.250,9
NA52,NUCLEOSPIN RNA PLUS (50 preps),G4406,247.17,1,1,247.17,Réf MN 740984.50,9
NA52,NUCLEOSPIN RNA VIRUS (50 preps),G4407,180.1,1,1,180.1,Réf MN 740956.50,9
NA52,NUCLEOSPIN RNA COLUMNS (50 colonnes),G4402,131.61,1,1,131.61,Réf MN 740955.50S,9
NA52,LOOKOUT MYCOPLASMA PCR DETECTION KIT,C10KT,268.44,1,1,268.44,SIGMA / MERCK,9
NA52,REDEXTRACT-N-AMP Tissue PCR Kit,C30KT,284.87,1,1,284.87,SIGMA / MERCK,9
NA52,TISSUE PREPARATION SOLUTION 30ml,C40KT,277.88,1,1,277.88,SIGMA / MERCK,9
NA52,"REDEXTRACT-N-AMP PCR Ready MIX 1,2ml",C50KT,126.76,1,1,126.76,SIGMA / MERCK,9
NA52,TRI-REAGENT RNA Extraction reagent (Equivalent TRIZOL) 100ml,KBM546,135.52,1,1,135.52,EUROMEDEX,9
NA52,WIZARD SV GEL & PCR Clean-Up System (50 preps),A9281,106.57,1,1,106.57,PROMEGA,9
NA52,Rneasy Mini Kit (50 preps),C0539,365.28,1,1,365.28,QIAGEN Réf 74104,9
NA31,LightCycler SYBR Green Master 5ml,KBM538,180.04,1,1,180.04,ROCHE,9
